StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id
2020-11-20 12:17:42,2020-11-20 13:20:20,IP Address,69.122.100.73,99,3758,False,2020-11-27 13:20:25,R_2SCB9zHb8h8BrZY,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Neutral,Disagree,Somewhat disagree,Neutral,Disagree,Neutral,Somewhat disagree,Neutral,Agree,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,44076
2020-11-24 22:40:22,2020-11-28 22:25:12,IP Address,181.142.67.27,100,344690,True,2020-11-28 22:25:12,R_2XamH6jZvIOvjbD,,,,,6.1759033203125,-75.59169769287109375,anonymous,EN,,Safari,14.0,Macintosh,1280x800,18,12,english,right,female,woman,,heterosexual,,hisp,,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44238
2020-11-23 08:00:26,2020-11-23 08:03:00,IP Address,99.121.54.51,97,154,False,2020-11-30 08:03:02,R_1Cel3TdwZkVFPVW,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,44517
2020-11-23 13:24:09,2020-11-23 13:31:04,IP Address,184.90.233.223,97,414,False,2020-11-30 13:31:11,R_ZK089tRu3zooHYt,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,asian,,Neutral,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,,44590
2020-11-23 15:06:20,2020-11-23 15:12:22,IP Address,24.50.234.9,97,362,False,2020-11-30 15:12:45,R_1pxNHZEFivhOGlj,,,,,,,anonymous,EN,,Chrome,87.0.4280.67,Macintosh,1440x900,19,13,not english,right,female,woman,,heterosexual,,hisp,,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,43908
2020-11-23 15:04:11,2020-11-23 16:36:58,IP Address,186.233.185.32,97,5567,False,2020-11-30 16:37:06,R_cOU09oYFmQZCfS1,,,,,,,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,18,12,english,right,female,woman,,bisexual,,white,,Somewhat agree,Agree,Neutral,Somewhat agree,Disagree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,43978
2020-11-23 17:44:54,2020-11-23 17:49:42,IP Address,73.236.242.92,97,288,False,2020-11-30 17:49:53,R_2VqevDGJupWE4N9,,,,,,,anonymous,EN,,Safari,13.1.2,Macintosh,1024x1366,19,13,english,right,female,woman,,bisexual,,"black/afri-amer,hisp",,Somewhat agree,Neutral,Somewhat disagree,Neutral,Disagree,Strongly disagree,Neutral,Somewhat disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,44239
2020-11-23 17:58:02,2020-11-23 18:01:33,IP Address,47.205.135.186,97,210,False,2020-11-30 18:01:43,R_2Y5qmW0PcRGns5A,,,,,,,anonymous,EN,,Safari,13.1.2,Macintosh,810x1080,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,,44397
2020-11-23 17:46:25,2020-11-23 19:20:02,IP Address,47.205.135.186,99,5617,False,2020-11-30 19:20:05,R_9FGzmQaoEPFggmJ,,,,,,,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,,44397
2020-11-23 19:51:23,2020-11-23 19:59:52,IP Address,65.35.17.10,97,508,False,2020-11-30 20:00:04,R_3qCjzHqMzN07vmN,,,,,,,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,18,12,english,right,male,man,,heterosexual,,"hisp,white",,Somewhat agree,Agree,Somewhat disagree,Neutral,Disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,44309
2020-11-23 20:05:52,2020-11-23 20:06:46,IP Address,128.227.37.224,18,53,False,2020-11-30 20:07:00,R_2zHXyLJ1FnN2qX0,,,,,,,anonymous,EN,,Safari,14.0.1,Macintosh,1440x900,18,12,english,right,female,woman,,do not wish to say,,hisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44350
2020-11-24 11:25:26,2020-11-24 11:30:51,IP Address,73.0.218.159,99,324,False,2020-12-01 11:30:59,R_cPhBdxra2NHGoud,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,19,12,english,right,female,woman,,heterosexual,,"hisp,white",,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Disagree,Somewhat agree,Neutral,Neutral,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,,43960
2020-11-23 18:54:48,2020-11-24 12:53:44,IP Address,69.113.198.243,97,64736,False,2020-12-01 12:53:46,R_3RlKzMuifQaSJnA,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat agree,Neutral,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,,43998
2020-11-24 13:32:21,2020-11-24 13:36:22,IP Address,108.241.71.68,97,241,False,2020-12-01 13:36:36,R_DUjfwXlGbzA4T4t,,,,,,,anonymous,EN,,Safari,12.1.2,Macintosh,1440x900,18,13,english,right,female,woman,,heterosexual,,asian,,Disagree,Strongly agree,Neutral,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,44564
2020-11-23 19:43:15,2020-11-24 17:11:49,IP Address,35.141.147.97,97,77314,False,2020-12-01 17:12:20,R_1CKkFhKRwOWISP9,,,,,,,anonymous,EN,,Safari,13.1.3,Macintosh,1280x800,23,15,english,not right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Neutral,Agree,Strongly disagree,Disagree,Somewhat agree,Disagree,Agree,Neutral,Neutral,Disagree,Somewhat disagree,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,,44288
2020-11-24 17:45:35,2020-11-24 17:51:25,IP Address,72.187.201.81,97,349,False,2020-12-01 17:51:41,R_3O0vMKuWQlkJ4nr,,,,,,,anonymous,EN,,Safari,14.0.1,Macintosh,1024x1366,20,14,english,right,female,woman,,heterosexual,,hisp,,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,,44614
2020-11-24 18:07:54,2020-11-24 18:10:31,IP Address,72.187.201.81,97,156,False,2020-12-01 18:10:32,R_1kRhgDNwudSWKIk,,,,,,,anonymous,EN,,Safari,11.1,Macintosh,1280x800,20,14,english,right,female,woman,,heterosexual,,hisp,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,,44614
2020-11-25 09:25:38,2020-11-25 09:42:21,IP Address,67.190.215.96,97,1002,False,2020-12-02 09:42:32,R_2WIMvCKDySkQkbU,,,,,,,anonymous,EN,,Chrome,85.0.4183.102,Macintosh,1440x900,19,12,english,right,male,man,,heterosexual,,white,,Agree,Agree,Somewhat disagree,Strongly agree,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,Disagree,Neutral,Disagree,Somewhat agree,Agree,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,,44167
2020-11-25 11:03:33,2020-11-25 11:22:06,IP Address,73.85.66.243,99,1113,False,2020-12-02 11:22:14,R_2CfaHpuhOwjd3QW,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,not english,right,female,woman,,heterosexual,,"hisp,white",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,,44068
2020-11-24 16:59:13,2020-11-25 11:39:34,IP Address,128.227.11.189,97,67221,False,2020-12-02 11:39:36,R_1jfk3bb4lFftspl,,,,,,,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,18,12,not english,not right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Agree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,,44617
